Time,m5time,accNorm,accX,accY,accZ
2025-01-14 14:48:46.999,2053.529052734375,14.860280276346312,7.571959018707275,-12.118372917175293,4.079020023345947
2025-01-14 14:48:47.158,2053.593017578125,33.05046921875468,9.429369926452637,-30.66135025024414,7.95626163482666
2025-01-14 14:48:47.213,2053.717041015625,7.677813267520483,4.3864946365356445,-6.159782409667969,1.3283681869506836
2025-01-14 14:48:47.361,2053.779052734375,4.078542617142038,3.534291982650757,-2.0189597606658936,0.2590203583240509
2025-01-14 14:48:47.411,2053.904052734375,5.478848479268998,3.808530807495117,3.9378857612609863,-0.0770031064748764
2025-01-14 14:48:47.575,2053.967041015625,7.768308863766702,3.4191651344299316,6.971677303314209,0.22726188600063324
2025-01-14 14:48:47.673,2054.153076171875,12.513887339011118,5.93175745010376,10.873544692993164,1.7825980186462402
2025-01-14 14:48:47.774,2054.215087890625,12.545694793328108,7.572760105133057,9.244807243347168,3.818547010421753
2025-01-14 14:48:47.835,2054.341064453125,25.65700399227919,20.87095832824707,13.883614540100098,5.470849990844727
2025-01-14 14:48:47.891,2054.403076171875,32.72258358855658,25.96327018737793,19.901653289794922,0.7747736573219299
2025-01-14 14:48:47.983,2054.465087890625,42.19950913077201,32.33734893798828,27.096506118774414,0.9347677230834961
2025-01-14 14:48:48.091,2054.528076171875,47.554481636413605,39.0402717590332,26.865243911743164,3.9426608085632324
2025-01-14 14:48:48.184,2054.65087890625,48.74517962005188,40.38917922973633,25.36212158203125,10.078170776367188
2025-01-14 14:48:48.291,2054.77490234375,34.366825312677335,29.273967742919922,12.359286308288574,13.090513229370117
2025-01-14 14:48:48.390,2054.8369140625,29.127075776519014,24.996461868286133,10.1613130569458,10.968644142150879
2025-01-14 14:48:48.439,2054.9609375,20.883061366565098,12.509765625,16.018238067626953,4.79833984375
2025-01-14 14:48:48.595,2055.02294921875,21.60928958632469,6.144952297210693,19.797521591186523,6.104022979736328
2025-01-14 14:48:48.699,2055.14794921875,12.757633129535149,2.0937912464141846,-3.648247241973877,12.044232368469238
2025-01-14 14:48:48.800,2055.27099609375,8.203907549462862,2.4023892879486084,0.20479899644851685,7.841599464416504
2025-01-14 14:48:48.854,2055.39501953125,10.666643851968844,-7.702910900115967,-2.297055244445801,7.011846542358398
2025-01-14 14:48:49.002,2055.4599609375,26.21517234654865,-11.990196228027344,-22.968610763549805,3.989157199859619
2025-01-14 14:48:49.060,2055.583984375,16.85531964808813,-13.626867294311523,-9.902627944946289,-0.5901253819465637
2025-01-14 14:48:49.211,2055.64599609375,16.801814677595402,-14.383325576782227,-8.37433910369873,-2.3002970218658447
2025-01-14 14:48:49.313,2055.77099609375,17.267281112538427,-15.459927558898926,-5.699012756347656,-5.164386749267578
2025-01-14 14:48:49.409,2055.89501953125,17.944345423678698,-16.000141143798828,-3.4976983070373535,-7.332197666168213
2025-01-14 14:48:49.461,2055.9580078125,18.256400291776885,-16.110702514648438,-2.559144973754883,-8.197084426879883
2025-01-14 14:48:49.622,2056.01904296875,18.51668173428913,-16.125648498535156,-1.7072449922561646,-8.939590454101562
2025-01-14 14:48:49.722,2056.205078125,18.96760811035752,-15.777417182922363,0.33545535802841187,-10.522867202758789
2025-01-14 14:48:49.837,2056.26806640625,19.00371815165932,-15.56749153137207,0.8749881982803345,-10.864110946655273
2025-01-14 14:48:49.916,2056.39111328125,18.856367624755272,-14.977006912231445,1.7696207761764526,-11.319024085998535
2025-01-14 14:48:50.030,2056.51611328125,18.520242845652724,-14.280540466308594,2.4617204666137695,-11.532800674438477
2025-01-14 14:48:50.135,2056.5791015625,18.262109209162023,-13.884982109069824,2.7332255840301514,-11.543023109436035
2025-01-14 14:48:50.235,2056.701904296875,17.607277330848984,-13.013484954833984,3.1509039402008057,-11.434038162231445
2025-01-14 14:48:50.286,2056.825927734375,16.808116527149732,-12.06958293914795,3.4203336238861084,-11.186566352844238
