Timestamp,MusicID,AudioPosition,MeanValue
2025-01-14T05:36:03.671Z,0,0,0.017750173601963414
2025-01-14T05:36:23.669Z,0,0,1.9925212812717616
2025-01-14T05:36:43.682Z,0,0,0.021067298852459317
2025-01-14T05:37:03.688Z,0,0,2.8128162098218237
2025-01-14T05:37:23.700Z,0,0,0.0330784251506779
2025-01-14T05:37:43.709Z,0,1.115654,0.03444429283054833
2025-01-14T05:38:03.721Z,0,20.631736,8.606513757960453
2025-01-14T05:38:23.733Z,0,40.581331,0.8737912496055266
2025-01-14T05:38:43.732Z,0,60.522954,0.48810403656473406
2025-01-14T05:39:03.736Z,0,80.463989,0.0884113858211528
2025-01-14T05:39:23.739Z,0,0,0.8656269018878855
2025-01-14T05:39:43.745Z,0,0,0.19890872180810446
2025-01-14T05:40:03.753Z,0,19.89242,0.37999881061143204
2025-01-14T05:40:23.763Z,0,0,0.036691641897717925
2025-01-14T05:40:43.780Z,0,0,0.025621726470847674
2025-01-14T05:41:03.784Z,0,19.950969,0.01898356588196185
2025-01-14T05:41:23.787Z,0,39.817664,0.02774358555548544
2025-01-14T05:41:43.794Z,0,59.725422,0.3613773851252463
2025-01-14T05:42:03.796Z,0,79.662603,15.48288907393204
2025-01-14T05:42:23.797Z,2,0,58.02259350380588
2025-01-14T05:42:43.800Z,1,0,26.886367606518444
2025-01-14T05:43:03.808Z,1,0,27.029504150141484
2025-01-14T05:43:23.816Z,0,119.525091,16.41475821850502
2025-01-14T05:43:43.822Z,0,119.525091,16.324488426916325
2025-01-14T05:44:03.832Z,0,0,5.174412226496046
2025-01-14T05:44:23.840Z,0,14.149345,0.4302235113964889
2025-01-14T05:44:43.839Z,0,34.085345,0.0207948398253406
2025-01-14T05:45:03.840Z,0,53.955109,0.018832757231032147
2025-01-14T05:45:23.843Z,2,19.876295,60.11002774357768
2025-01-14T05:45:43.850Z,2,19.876295,38.31905059400029
2025-01-14T05:46:03.850Z,0,93.796815,12.579323828578126
2025-01-14T05:46:23.853Z,0,93.796815,9.953270200873813
2025-01-14T05:46:43.868Z,1,39.781003,26.55853288978831
2025-01-14T05:47:03.875Z,0,133.666777,19.90147478691872
2025-01-14T05:47:23.880Z,0,0,14.754396678593793
2025-01-14T05:47:43.881Z,1,59.404686,24.58895392473636
2025-01-14T05:49:06.289Z,0,28.519994,5.381303363640626
2025-01-14T05:49:26.299Z,0,28.519994,0.49413506251168077
2025-01-14T05:49:46.300Z,0,48.198426,0.011521513994241075
2025-01-14T05:50:06.302Z,2,59.424812,45.1057393556788
2025-01-14T05:50:26.308Z,0,88.028829,8.132918977318944
2025-01-14T05:50:46.322Z,1,141.733239,26.430804959042632
2025-01-14T05:51:06.324Z,0,107.940053,4.237762965479338
2025-01-14T05:51:26.334Z,0,107.940053,2.996326454187377
2025-01-14T05:51:46.347Z,0,0,16.94107289137519
2025-01-14T05:52:06.336Z,0,2.806863,18.26001903446996
2025-01-14T05:52:26.349Z,0,22.572201,0.6520506135777123
2025-01-14T05:52:46.355Z,0,42.510932,1.564385235323378
2025-01-14T05:53:06.356Z,0,62.375388,0.029145499887768656
2025-01-14T05:53:26.368Z,0,82.310936,0.8948814751984091
2025-01-14T05:53:46.372Z,0,102.247929,0.013975810170013744
2025-01-14T05:54:06.380Z,0,122.179801,0.44343662065817746
2025-01-14T05:54:26.391Z,0,0,0.03121188748741202
2025-01-14T05:54:46.392Z,0,17.099639,0.007065437600653344
2025-01-14T05:55:06.399Z,0,37.031202,0.006601337528108582
2025-01-14T05:55:26.402Z,0,56.969432,2.104932819681871
2025-01-14T05:55:46.407Z,2,79.042106,49.756850932019965
2025-01-14T05:56:06.414Z,0,96.846208,12.330188591891282
2025-01-14T05:56:26.421Z,0,96.846208,0.010241788890803918
2025-01-14T05:56:46.434Z,0,116.766336,0.010059691320455267
2025-01-14T05:57:06.449Z,0,0,0.009490036522258157
2025-01-14T05:57:26.450Z,0,11.697974,0.00833904714163066
2025-01-14T05:57:46.451Z,0,31.587165,0.4675655569802168
2025-01-14T05:58:06.453Z,0,51.506976,0.14715956368046387
2025-01-14T05:58:26.457Z,0,71.439746,0.011107540850792009
2025-01-14T05:58:46.465Z,0,91.365969,0.011527165464708698
2025-01-14T05:59:06.476Z,0,111.309668,9.438397918513667
2025-01-14T05:59:26.485Z,0,0,4.173865274057364
2025-01-14T05:59:46.496Z,0,6.244443,3.8858370715021686
2025-01-14T06:00:06.506Z,1,161.346935,21.594773706970386
2025-01-14T06:00:26.515Z,0,46.12486,9.455413340431482
2025-01-14T06:00:46.515Z,0,46.12486,4.286937192661981
2025-01-14T06:01:06.522Z,0,66.058263,5.185434609474775
2025-01-14T06:01:26.524Z,0,85.909569,5.997594914956348
2025-01-14T06:01:46.527Z,0,105.842999,0.01479704322256276
2025-01-14T06:02:06.531Z,0,0,0.014432523970884497
2025-01-14T06:02:26.533Z,0,0.760051,0.01341581829337049
2025-01-14T06:02:46.531Z,0,20.692177,0.015253024170218059
2025-01-14T06:03:06.546Z,0,40.612692,0.29347019509760597
2025-01-14T06:03:26.552Z,0,60.558162,0.015911541839880687
2025-01-14T06:03:46.565Z,0,80.489478,0.015942468566907786
2025-01-14T06:04:06.572Z,0,100.433419,0.014492524865572613
2025-01-14T06:04:26.572Z,0,120.364107,0.015284701219278819
2025-01-14T06:04:46.587Z,0,0,0.017576715618066695
2025-01-14T06:05:06.597Z,0,15.216333,0.016132647700601476
2025-01-14T06:05:26.609Z,0,35.162684,2.9591042823929747
2025-01-14T06:05:46.609Z,0,55.110423,0.013810716178313889
2025-01-14T06:06:06.619Z,0,75.048099,0.015238539047263997
2025-01-14T06:06:26.633Z,0,94.986396,0.01415826053385424
2025-01-14T06:06:46.643Z,0,114.938539,0.17699040151816173
2025-01-14T06:07:06.652Z,0,0,0.062355059324989776
2025-01-14T06:07:26.656Z,0,9.891482,0.02454812546153151
2025-01-14T06:07:46.680Z,0,29.826556,0.016437543375022585
2025-01-14T06:08:06.675Z,0,49.785232,0.01711829085853378
2025-01-14T06:08:26.687Z,0,69.529785,0.018416694117964403
2025-01-14T06:08:46.690Z,0,89.475501,0.014104226933985362
2025-01-14T06:09:06.691Z,0,109.385441,0.01588266639444782
2025-01-14T06:09:26.690Z,0,0,0.016645142509338122
2025-01-14T06:09:46.705Z,0,4.299769,0.015492505229977195
2025-01-14T06:10:06.719Z,0,24.243768,0.017547304535260128
2025-01-14T06:10:26.726Z,0,44.19189,0.013616927985812231
2025-01-14T06:10:46.732Z,0,64.096555,0.01631666047965426
2025-01-14T06:11:06.738Z,0,84.027566,0.018376059176626148
2025-01-14T06:11:26.741Z,0,103.954536,0.019206024830436333
2025-01-14T06:11:46.753Z,0,123.895133,0.020290952595004106
2025-01-14T06:12:06.755Z,0,0,0.017941503667049448
2025-01-14T06:12:26.760Z,0,18.834461,0.019371962450567364
2025-01-14T06:12:46.761Z,0,38.763925,0.0155810318348809
2025-01-14T06:13:06.763Z,0,58.684355,0.017722022769629094
2025-01-14T06:13:26.775Z,0,78.616373,0.016707379917227542
